498,praedetermino,v,v1spia--1-,praedetermin praedeterminau praedeterminat,,,[prae̯.deːˈtɛr.mɪ.noː],praedetermino,0
112838,112838,iasponyx,n,n-s---fn3-,iasponych,,,['jas.pɔ.n̪yks],iasponyx,0
112825,i0028,iambographus,n,n-s---mn2-,iambograph,,,[jam.'bɔ.gra.pʰʊs],iambographus,0
112839,112839,iatraleptice,n,n-s---fn1g,iatraleptic,,,[ja.t̪ra.'lɛ.pt̪ɪ.kɛ],iatraleptice,0
112840,112840,iatralipta,n,n-s---mn1-,iatralipt,,,[ja.'t̪ra.lɪ.pt̪a],iatralipta,0
112843,112843,iatroalipta,n,n-s---mn1-,iatroalipt,,,[ja.t̪rɔ.'ja.lɪ.pt̪a],iatroalipta,0
112847,112847,iberis,n,n-s---fn3-,iberid,,,['ɪ.bɛ.rɪs],iberis,0
112831,i0033,ianthinum,n,n-s---nn2-,ianthin,,,['jan̪.t̪ʰɪ.n̪ũː],ianthinum,0
112832,i0034,ianthis,n,n-s---fn3-,ianthid,,,['jan̪.t̪ʰɪs],ianthis,0
112849,112849,ibidum,r,rp--------,,,,['ɪ.bɪ.d̪ũː],ibidum,0
112850,112850,ibrida,n,n-s---fn1-,ibrid,,,['ɪ.brɪ.d̪a],ibrida,0
112852,112852,iccirco,r,rp--------,,,,[ɪk.'kɪr.kɔ],iccirco,0
112836,i0038,iaspideus,a,aps---mn1-,iaspide iaspide iaspide,,,['jas.pɪd̪ews],iaspideus,0
112865,112865,ictus,a,aps---mn1-,ict ict ict,,,['ɪk.t̪ʊs],ictus,0
112837,i0040,iaspius,a,aps---mn1-,iaspi iaspi iaspi,,,['jas.pɪ̣.jʊs],iaspius,0
112841,i0043,iatraliptice,n,n-s---fn1g,iatraliptic,,,[ja.t̪ra.'lɪ.pt̪ɪ.kɛ],iatraliptice,0
112842,i0044,iatria,n,n-s---fn1-,iatri,,,['ja.t̪rɪ̣.ja],iatria,0
112844,i0045,iatromea,n,n-s---fn1-,iatrome,,,[ja.'t̪rɔ.mɛ̣.ja],iatromea,0
112845,i0046,iatronices,n,n-s---mn1g,iatronic,,,[ja.'t̪rɔ.n̪ɪ.kɛs],iatronices,0
112867,112867,idaea,n,n-s---fn1-,idae,,,[ɪ.'d̪aj.ja],idaea,0
112851,i0053,icas,n,n-s---fn3-,icad,,,['ɪ.kas],icas,0
112871,112871,idiotes,n,n-s---mn1g,idiot,,,[ɪ.'d̪ɪ̣.jɔ.t̪ɛs],idiotes,0
112853,i0056,ichthyocolla,n,n-s---fn1-,ichthyocoll,,,[ɪkʰ.t̪ʰy.jɔ.'kɔɫ.la],ichthyocolla,0
112854,i0059,iconicus,a,aps---mn1-,iconic iconic iconic,,,[ɪ.'kɔ.n̪ɪ.kʊs],iconicus,0
112872,112872,idiotice,r,rp--------,,,,[ɪ.d̪ɪ̣.'jɔ.t̪ɪ.kɛ],idiotice,0
112875,112875,idiotismus,n,n-s---mn2-,idiotism,,,[ɪ.d̪ɪ̣.jɔ.'t̪ɪs.mʊs],idiotismus,0
112855,i0060,iconisma,n,n-s---nn3-,iconismat,,,[ɪ.kɔ.'n̪ɪs.ma],iconisma,0
112856,i0062,iconographia,n,n-s---fn1-,iconographi,,,[ɪ.kɔ.n̪ɔ.'gra.pʰɪ̣.ja],iconographia,0
112876,112876,idololatra,n,n-s---mn1-,idololatr,,,[ɪ.d̪ɔ.'lɔ.la.t̪ra],idololatra,0
112813,112813,iacturalis,a,aps---cn3i,iactural iactural iactural,,,[jak.'t̪ʊ.ra.lɪs],iacturalis,0
112857,i0063,icosahedrum,n,n-s---nn2-,icosahedr,,,[ɪ.kɔ.'sa.hɛ.d̪rũː],icosahedrum,0
112858,i0064,icosaproti,n,n-p---mn2-,icosaprot,,,[ɪ.kɔ.'sa.prɔ.t̪ɪ],icosaproti,0
112861,i0066,icterici,n,n-p---mn2-,icteric,,,[ɪk.'t̪ɛ.rɪ.kɪ],icterici,0
112862,i0067,icterus,n,n-s---mn2-,icter,,,['ɪk.t̪ɛ.rʊs],icterus,0
112863,i0069,ictio,n,n-s---fn3-,iction,,,['ɪk.t̪ɪ̣.jɔ],ictio,0
112864,i0071,ictuatus,a,aps---mn1-,ictuat ictuat ictuat,,,[ɪk.'t̪ʊ.ja.t̪ʊs],ictuatus,0
112866,i0072,icuncula,n,n-s---fn1-,icuncul,,,[ɪ.'kʊŋ.kʊ.la],icuncula,0
112868,i0075,idealis,a,aps---cn3i,ideal ideal ideal,,,[ɪ.'d̪ɛ̣.ja.lɪs],idealis,0
112870,i0080,idiologus,n,n-s---mn2-,idiolog,,,[ɪ.'d̪ɪ̣.jɔ.lɔgʷs],idiologus,0
112874,i0084,idiotismos,n,n-s---mn2g,idiotism,,,[ɪ.d̪ɪ̣.jɔ.'t̪ɪs.mɔs],idiotismos,0
112877,i0088,idololatres,n,n-s---mn1g,idololatr,,,[ɪ.d̪ɔ.'lɔ.la.t̪rɛs],idololatres,0
112940,i0166,ile,n,n-s---nn3i,il,,,['ɪ.lɛ],ile,0
112881,i0097,iduo,v,v1spia--1-,idu iduau iduat,,,['ɪ.d̪ʊ.jɔ],iduo,0
33653,33653,antigelidum,n,n-s---nn2-,antigelid,,,[an̪.t̪ɪ.'gɛ.lɪ.d̪ũː],antigelidum,0
112882,i0099,iecinerosus,a,aps---mn1-,iecineros iecineros iecineros,,,[jɛ.kɪ.'n̪ɛ.rɔ.sʊs],iecinerosus,0
112880,112880,idulis,a,aps---cn3i,idul idul idul,,,['ɪ.d̪ʊ.lɪs],idulis,0
112884,112884,iecoralis,a,aps---cn3i,iecoral iecoral iecoral,,,[jɛ.'kɔ.ra.lɪs],iecoralis,0
112886,i0101,iecorosus,a,aps---mn1-,iecoros iecoros iecoros,,,[jɛ.'kɔ.rɔ.sʊs],iecorosus,0
112887,112887,iectura,n,n-s---fn1-,iectur,,,['jɛk.t̪ʊ.ra],iectura,0
112888,i0102,iecunanus,n,n-s---mn2-,iecunan,,,[jɛ.'kʊ.n̪a.n̪ʊs],iecunanus,0
112889,i0105,ieientaculum,n,n-s---nn2-,ieientacul,,,[ɪ.ejɛ.'n̪t̪a.kʊ.ɫũː],ieientaculum,0
112890,i0107,ieiunatio,n,n-s---fn3-,ieiunation,,,[ɪ.ejʊ.'n̪a.t̪ɪ̣.jɔ],ieiunatio,0
112891,i0108,ieiunator,n,n-s---mn3-,ieiunator,,,[ɪ.'ejʊ.n̪a.t̪ɔr],ieiunator,0
112892,i0109,ieiunidicus,a,aps---mn1-,ieiunidic ieiunidic ieiunidic,,,[ɪ.ejʊ.'n̪ɪ.d̪ɪ.kʊs],ieiunidicus,0
112893,i0116,ientatio,n,n-s---fn3-,ientation,,,[jɛn̪.'t̪a.t̪ɪ̣.jɔ],ientatio,0
112894,i0119,ignaruris,a,aps---cn3i,ignarur ignarur ignarur,,,[ɪŋ.'n̪a.rʊ.rɪs],ignaruris,0
112896,112896,ignauio,v,v1spia--4-,ignau ignauiu ignauit,,,[ɪŋ.'n̪a.wɪ̣.jɔ],ignauio,0
112895,i0121,ignauesco,v,v1spia--3-,,,,[ɪŋ.n̪a.'wɛs.kɔ],ignauesco,0
112898,112898,ignefacio,v,v1spia--3i,,,,[ɪŋ.n̪ɛ.'fa.kɪ̣.jɔ],ignefacio,0
112899,112899,ignefactus,a,aps---mn1-,ignefact ignefact ignefact,,,[ɪŋ.n̪ɛ.'fak.t̪ʊs],ignefactus,0
112900,i9021,igneo,v,v1spia--2-,,,,['ɪŋ.n̪ɛ̣.jɔ],igneo,0
112901,i0126,igneolus,a,aps---mn1-,igneol igneol igneol,,,[ɪŋ.'n̪ɛ̣.jɔ.lʊs],igneolus,0
112903,i0128,ignia,n,n-s---nn--,igni,,,['ɪŋ.n̪ɪ̣.ja],ignia,0
112904,i0129,igniarium,n,n-s---nn2-,igniari,,,[ɪŋ.n̪ɪ̣.'ja.rɪ̣.jũː],igniarium,0
112905,i0129,igniarius,a,aps---mn1-,igniari igniari igniari,,,[ɪŋ.n̪ɪ̣.'ja.rɪ̣.jʊs],igniarius,0
112907,i0131,ignicolor,a,aps---an3-,ignicolor ignicolor ignicolor,,,[ɪŋ.'n̪ɪ.kɔ.lɔr],ignicolor,0
112908,i9131,ignicolorus,a,aps---mn1-,ignicolor ignicolor ignicolor,,,[ɪŋ.n̪ɪ.'kɔ.lɔ.rʊs],ignicolorus,0
112911,112911,ignidus,a,aps---mn1-,ignid ignid ignid,,,['ɪŋ.n̪ɪ.d̪ʊs],ignidus,0
112909,i0133,ignicomans,a,aps---an3i,ignicomant ignicomant ignicomant,,,[ɪŋ.'n̪ɪ.kɔ.maːn̪s],ignicomans,0
112910,i0134,ignicomus,a,aps---mn1-,ignicom ignicom ignicom,,,[ɪŋ.'n̪ɪ.kɔ.mʊs],ignicomus,0
112914,112914,ignigenus,a,aps---mn1-,ignigen ignigen ignigen,,,[ɪŋ.'n̪ɪ.gɛ.n̪ʊs],ignigenus,0
112915,112915,igniger,a,aps---mn1r,igniger igniger igniger,,,['ɪŋ.n̪ɪ.gɛr],igniger,0
112917,112917,igninus,n,n-s---mn2-,ignin,,,['ɪŋ.n̪ɪ.n̪ʊs],igninus,0
112912,i0136,ignifactus,a,aps---mn1-,ignifact ignifact ignifact,,,[ɪŋ.n̪ɪ.'fak.t̪ʊs],ignifactus,0
112919,112919,ignitosus,a,aps---mn1-,ignitos ignitos ignitos,,,[ɪŋ.'n̪ɪ.t̪ɔ.sʊs],ignitosus,0
112913,i0138,ignifluus,a,aps---mn1-,igniflu igniflu igniflu,,,[ɪŋ.'n̪ɪf.lʊ.jʊs],ignifluus,0
112916,i0140,igninus,a,aps---mn1-,ignin ignin ignin,,,['ɪŋ.n̪ɪ.n̪ʊs],igninus,0
112924,112924,ignobiliter,r,rp--------,,,,[ɪŋ.n̪ɔ.'bɪ.lɪ.t̪ɛr],ignobiliter,0
112926,112926,ignominiatus,a,aps---mn1-,ignominiat ignominiat ignominiat,,,[ɪŋ.n̪ɔ.mɪ.'n̪ɪ̣.ja.t̪ʊs],ignominiatus,0
112927,112927,ignominiose,r,rp--------,,,,[ɪŋ.n̪ɔ.mɪ.'n̪ɪ̣.jɔ.sɛ],ignominiose,0
112928,112928,ignominiosus,n,n-s---mn2-,ignominios,,,[ɪŋ.n̪ɔ.mɪ.'n̪ɪ̣.jɔ.sʊs],ignominiosus,0
112921,i0147,ignitus,r,rp--------,,,,['ɪŋ.n̪ɪ.t̪ʊs],ignitus,0
112931,112931,ignorabiliter,r,rp--------,,,,[ɪŋ.n̪ɔ.ra.'bɪ.lɪ.t̪ɛr],ignorabiliter,0
112932,112932,ignoscens,a,aps---an3i,ignoscent ignoscent ignoscent,,,[ɪŋ.'n̪ɔs.keːn̪s],ignoscens,0
112933,112933,ignoscenter,r,rp--------,,,,[ɪŋ.n̪ɔs.'kɛn̪.t̪ɛr],ignoscenter,0
112922,i0149,igniuagus,a,aps---mn1-,igniuag igniuag igniuag,,,['ɪŋ.n̪ɪ.wagʷs],igniuagus,0
112923,i0150,igniuomus,a,aps---mn1-,igniuom igniuom igniuom,,,[ɪŋ.'n̪ɪ.wɔ.mʊs],igniuomus,0
112936,112936,ignosciturus,a,aps---mn1-,ignoscitur ignoscitur ignoscitur,,,[ɪŋ.n̪ɔs.'kɪ.t̪ʊ.rʊs],ignosciturus,0
112938,112938,ignotum,n,n-s---nn2-,ignot,,,['ɪŋ.n̪ɔ.t̪ũː],ignotum,0
112925,i0153,ignobilito,v,v1spia--1-,ignobilit ignobilitau ignobilita,,,[ɪŋ.n̪ɔ.'bɪ.lɪ.t̪ɔ],ignobilito,0
112929,i0154,ignominium,n,n-s---nn2-,ignomini,,,[ɪŋ.n̪ɔ.'mɪ.n̪ɪ̣.jũː],ignominium,0
112930,i0158,ignorabilis,a,aps---cn3i,ignorabil ignorabil ignorabil,,,[ɪŋ.n̪ɔ.'ra.bɪ.lɪs],ignorabilis,0
112934,i9834,ignoscentia,n,n-s---fn1-,ignoscenti,,,[ɪŋ.n̪ɔs.'kɛn̪.t̪ɪ̣.ja],ignoscentia,0
112937,i1831,ignotitia,n,n-s---fn1-,ignotiti,,,[ɪŋ.n̪ɔ.'t̪ɪ.t̪ɪ̣.ja],ignotitia,0
112879,i0092,idoneitas,n,n-s---fn3-,idoneitat,,,[ɪ.'d̪ɔn̪ej.t̪as],idoneitas,0
33637,33637,arquatura,n,n-s---fn1-,arquatur,,,[ar.'kʷa.t̪ʊ.ra],arquatura,0
33629,33629,blanditus,a,aps---mn1-,blandit blandit blandit,,,['blan̪.d̪ɪ.t̪ʊs],blanditus,0
112943,112943,ileosus,a,aps---mn1-,ileos ileos ileos,,,[ɪ.'lɛ̣.jɔ.sʊs],ileosus,0
112944,112944,iletum,n,n-s---nn2-,ilet,,,['ɪ.lɛ.t̪ũː],iletum,0
112946,112946,iliaci,n,n-p---mn2-,iliac,,,[ɪ.'lɪ̣.ja.kɪ],iliaci,0
112950,112950,ilium,n,n-s---nn2-,ili,,,['iː.lɪ̣.jũː],ilium,0
112947,i0168,ilicetum,n,n-s---nn2-,ilicet,,,[ɪ.'lɪ.kɛ.t̪ũː],ilicetum,0
112948,i0169,iliceus,a,aps---mn1-,ilice ilice ilice,,,['ɪ.lɪkews],iliceus,0
112949,i0174,iliosus,a,aps---mn1-,ilios ilios ilios,,,[ɪ.'lɪ̣.jɔ.sʊs],iliosus,0
112953,i0179,illacerabilis,a,aps---cn3i,illacerabil illacerabil illacerabil,,,[ɪɫ.la.kɛ.'ra.bɪ.lɪs],illacerabilis,0
112956,112956,illaese,r,rp--------,,,,[ɪɫ.'laj.sɛ],illaese,0
112954,i0183,illacrimosus,a,aps---mn1-,illacrimos illacrimos illacrimos,,,[ɪɫ.la.'krɪ.mɔ.sʊs],illacrimosus,0
112958,112958,illaeuigatus,a,aps---mn1-,illaeuigat illaeuigat illaeuigat,,,[ɪɫɫ.'ewɪ.ga.t̪ʊs],illaeuigatus,0
112955,i0185,illaedibilis,a,aps---cn3i,illaedibil illaedibil illaedibil,,,[ɪɫ.laj.'d̪ɪ.bɪ.lɪs],illaedibilis,0
112957,i0187,illaesibilis,a,aps---cn3i,illaesibil illaesibil illaesibil,,,[ɪɫ.laj.'sɪ.bɪ.lɪs],illaesibilis,0
112962,112962,illaqueatus,a,aps---mn1-,illaqueat illaqueat illaqueat,,,[ɪɫ.la.'kʷɛ̣.ja.t̪ʊs],illaqueatus,0
112960,i9854,illapsus,n,n-s---mn4-,illaps,,,[ɪɫ.'lap.sʊs],illapsus,0
112961,i0191,illaqueatio,n,n-s---fn3-,illaqueation,,,[ɪɫ.la.kʷɛ̣.'ja.t̪ɪ̣.jɔ],illaqueatio,0
112963,i0193,illargio,v,v1spia--4-,illarg illargiu illargit,,,[ɪɫ.'lar.gɪ̣.jɔ],illargio,0
112964,i0194,illatabilis,a,aps---cn3i,illatabil illatabil illatabil,,,[ɪɫ.la.'t̪a.bɪ.lɪs],illatabilis,0
112965,i0198,illatiuus,a,aps---mn1-,illatiu illatiu illatiu,,,[ɪɫ.'la.t̪ɪ.wʊs],illatiuus,0
112970,112970,illautus,a,aps---mn1-,illaut illaut illaut,,,[ɪɫ.'law.t̪ʊs],illautus,0
112966,i0199,illator,n,n-s---mn3-,illator,,,['ɪɫ.la.t̪ɔr],illator,0
112967,i0200,illatrix,n,n-s---fn3-,illatric,,,['ɪɫ.la.t̪rɪks],illatrix,0
112969,i0203,illaudandus,a,aps---mn1-,illaudand illaudand illaudand,,,[ɪɫ.law.'d̪an̪.d̪ʊs],illaudandus,0
112974,112974,illectio,n,n-s---fn3-,illection,,,[ɪɫ.'lɛk.t̪ɪ̣.jɔ],illectio,0
112976,112976,illegitime,r,rp--------,,,,[ɪɫ.lɛ.'gɪ.t̪ɪ.mɛ],illegitime,0
112972,i0209,illectamentum,n,n-s---nn2-,illectament,,,[ɪɫ.lɛk.t̪a.'mɛn̪.t̪ũː],illectamentum,0
112973,i0210,illectatio,n,n-s---fn3-,illectation,,,[ɪɫ.lɛk.'t̪a.t̪ɪ̣.jɔ],illectatio,0
112975,i0212,illectrix,n,n-s---fn3-,illectric,,,[ɪɫ.'lɛk.t̪rɪks],illectrix,0
112982,112982,illibate,r,rp--------,,,,[ɪɫ.'lɪ.ba.t̪ɛ],illibate,0
112983,112983,illibatio,n,n-s---fn3-,illibation,,,[ɪɫ.lɪ.'ba.t̪ɪ̣.jɔ],illibatio,0
112977,i0214,illegitimus,a,aps---mn1-,illegitim illegitim illegitim,,,[ɪɫ.lɛ.'gɪ.t̪ɪ.mʊs],illegitimus,0
112985,112985,illicenter,r,rp--------,,,,[ɪɫ.lɪ.'kɛn̪.t̪ɛr],illicenter,0
112978,i0217,illetalis,a,aps---cn3i,illetal illetal illetal,,,[ɪɫ.'lɛ.t̪a.lɪs],illetalis,0
112979,i0190,illeuigatus,a,aps---mn1-,illeuigat illeuigat illeuigat,,,[ɪɫɫ.'ewɪ.ga.t̪ʊs],illeuigatus,0
112989,112989,illicite,r,rp--------,,,,[ɪɫ.'lɪ.kɪ.t̪ɛ],illicite,0
112981,i0220,illibabilis,a,aps---cn3i,illibabil illibabil illibabil,,,[ɪɫ.lɪ.'ba.bɪ.lɪs],illibabilis,0
112987,i0227,illicibilis,a,aps---cn3i,illicibil illicibil illicibil,,,[ɪɫ.lɪ.'kɪ.bɪ.lɪs],illicibilis,0
112988,i0230,illicitatio,n,n-s---fn3-,illicitation,,,[ɪɫ.lɪ.kɪ.'t̪a.t̪ɪ̣.jɔ],illicitatio,0
112997,112997,illinio,v,v1spia--4-,illin illiniu illinit,,,[ɪɫ.'lɪ.n̪ɪ̣.jɔ],illinio,0
112990,i0234,illicium,n,n-s---nn2-,illici,,,[ɪɫ.'lɪ.kɪ̣.jũː],illicium,0
112991,i0236,illigamentum,n,n-s---nn2-,illigament,,,[ɪɫ.lɪ.ga.'mɛn̪.t̪ũː],illigamentum,0
112992,i0237,illigatio,n,n-s---fn3-,illigation,,,[ɪɫ.lɪ.'ga.t̪ɪ̣.jɔ],illigatio,0
112994,i0241,illimitatus,a,aps---mn1-,illimitat illimitat illimitat,,,[ɪɫ.lɪ.'mɪ.t̪a.t̪ʊs],illimitatus,0
112995,i0242,illimo,v,v1spia--1-,illim - -,,,['ɪɫ.lɪ.mɔ],illimo,0
113004,113004,illix,a,aps---an3i,illic illic illic,,,['ɪɫ.lɪks],illix,0
112980,i0218,illex,n,n-s---mn3-,illic,,,['ɪɫ.lɛks],illex,0
112941,112941,ileaticus,a,aps---mn1-,ileatic ileatic ileatic,,,[ɪ.lɛ̣.'ja.t̪ɪ.kʊs],ileaticus,0
112998,i0246,illiquefactus,a,aps---mn1-,illiquefact illiquefact illiquefact,,,[ɪɫ.lɪ.kʷɛ.'fak.t̪ʊs],illiquefactus,0
113000,i0248,illisio,n,n-s---fn3-,illision,,,[ɪɫ.'lɪ.sɪ̣.jɔ],illisio,0
113001,i0243,illisus,n,n-s---mn4-,illis,,,['ɪɫ.lɪ.sʊs],illisus,0
113002,i0249,illitio,n,n-s---fn3-,illition,,,[ɪɫ.'lɪ.t̪ɪ̣.jɔ],illitio,0
113003,i9855,illitus,n,n-s---mn4-,illit,,,['ɪɫ.lɪ.t̪ʊs],illitus,0
33666,33666,condrilla,n,n-s---fn1-,condrill,,,['kɔn̪.d̪rɪ.ɫla],condrilla,0
33633,33633,condrille,n,n-s---nn3-,condrill,,,['kɔn̪.d̪rɪ.ɫlɛ],condrille,0
33691,33691,conquietus,a,aps---mn1-,conquiet conquiet conquiet,,,[kɔŋ.'kʷɪ̣.jɛ.t̪ʊs],conquietus,0
33631,33631,consultatum,n,n-s---nn2-,consultat,,,['kɔːn̪sʊɫ.t̪a.t̪ũː],consultatum,0
33651,33651,deleritas,n,n-s---fn3-,deleritat,,,[d̪ɛ.'lɛ.rɪ.t̪as],deleritas,0
33645,33645,diasyrtice,r,rp--------,,,,[d̪ɪ̣.ja.'syr.t̪ɪ.kɛ],diasyrtice,0
33640,33640,horride,r,rp--------,-,,,['hɔr.rɪ.d̪ɛ],horride,0
33665,33665,hyperboleus,n,n-s---mn2-,hyperbole,,,[hy.'pɛr.bɔɫews],hyperboleus,0
33627,33627,ixon,n,n-s---nn2-,ix,,,['ɪk.sɔn̪],ixon,0
33678,33678,megistanus,n,n-s---mn2-,megistan,,,[mɛ.'gɪs.t̪a.n̪ʊs],megistanus,0
33677,33677,mysterion,n,n-s---nn2-,mysteri,,,[mys.'t̪ɛ.rɪ̣.jɔn̪],mysterion,0
113007,i0254,illocalitas,n,n-s---fn3-,illocalitat,,,[ɪɫ.lɔ.'ka.lɪ.t̪as],illocalitas,0
33639,33639,oblique,r,rp--------,-,,,['ɔ.blɪ.kʷɛ],oblique,0
113014,i0260,illucubratus,a,aps---mn1-,illucubrat illucubrat illucubrat,,,[ɪɫ.lʊ.'kʊ.bra.t̪ʊs],illucubratus,0
33636,33636,presignio,v,v1spia--1-,presign presigniu presignit,,,[prɛ.'sɪŋ.n̪ɪ̣.jɔ],presignio,0
33676,33676,prodige,r,rp--------,,,,['prɔ.d̪ɪ.gɛ],prodige,0
113015,i0261,illuculasco,v,v1spia--3-,,,,[ɪɫ.lʊ.kʊ.'las.kɔ],illuculasco,0
33679,33679,prothonotarius,n,n-s---mn2-,prothonotari,,,[prɔ.t̪ʰɔ.n̪ɔ.'t̪a.rɪ̣.jʊs],prothonotarius,0
33694,33694,quorsom,r,rp--------,,,,['kʷɔrsɔ̃ː],quorsom,0
33692,33692,sollemniter,r,rp--------,,,,[sɔɫ.'lɛm.n̪ɪ.t̪ɛr],sollemniter,0
113017,i0262,illudio,v,v1spia--1-,illudi illudiau illudia,,,[ɪɫ.'lʊ.d̪ɪ̣.jɔ],illudio,0
113018,i0263,illudium,n,n-s---nn2-,illudi,,,[ɪɫ.'lʊ.d̪ɪ̣.jũː],illudium,0
33682,33682,summissus,a,aps---mn1-,summiss summiss summiss,,,['sʊ.mmɪ.ssʊs],summissus,0
33683,33683,uerendus,a,aps---mn1-,uerend uerend uerend,,,[wɛˈrɛn.dʊs],uerendus,0
33670,33670,uexilliatio,n,n-s---fn3-,uexilliation,,,[wɛk.sɪɫ.lɪ̣.'ja.t̪ɪ̣.jɔ],uexilliatio,0
33662,33662,aliquotfariam,r,rp--------,,,,[a.lɪ.kʷɔt̪.'fa.rɪ̣.jãː],aliquotfariam,0
113021,i0267,illuminatrix,n,n-s---fn3-,illuminatric,,,[ɪɫ.lʊ.'mɪ.n̪a.t̪rɪks],illuminatrix,0
33713,33713,aspiratrum,n,n-s---nn2-,aspiratr,,,[as.'pɪ.ra.t̪rũː],aspiratrum,0
33721,33721,auctumnus,n,n-s---mn2-,auctumn,,,[au̯kˈtʊm.nʊs],auctumnus,0
33698,33698,buccinum,n,n-s---nn2-,buccin,,,['bʊk.kɪ.n̪ũː],buccinum,0
33738,33738,cimeterium,n,n-s---nn2-,uicesiman,,,[kɪ.mɛ.'t̪ɛ.rɪ̣.jũː],cimeterium,0
33702,33702,conprobator,n,n-s---mn3-,conprobator,,,[kɔn̪.'prɔ.ba.t̪ɔr],conprobator,0
33758,33758,distillo,v,v1spia--1-,distill distillau distillat,,,[dɪsˈtɪl.loː],distillo,0
113033,113033,illuuio,n,n-s---fn3-,illuuion,,,[ɪɫ.lʊ.'jʊj.jɔ],illuuio,0
113038,113038,imaginaliter,r,rp--------,,,,[ɪ.ma.gɪ.'n̪a.lɪ.t̪ɛr],imaginaliter,0
113039,113039,imaginarie,r,rp--------,,,,[ɪ.ma.gɪ.'n̪a.rɪ̣.jɛ],imaginarie,0
113041,113041,imaginatus,a,aps---mn1-,imaginat imaginat imaginat,,,[ɪ.ma.'gɪ.n̪a.t̪ʊs],imaginatus,0
113043,113043,imaginifer,n,n-s---mn2r,imaginifer,,,[ɪ.ma.'gɪ.n̪ɪ.fɛr],imaginifer,0
113044,113044,imagino,v,v1spia--1-,imagin - imaginat,,,[ɪ.'ma.gɪ.n̪ɔ],imagino,0
113047,113047,imbecilliter,r,rp--------,,,,[ɪm.bɛ.'kɪɫ.lɪ.t̪ɛr],imbecilliter,0
113048,113048,imbecillius,r,rp--------,,,,[ɪm.bɛ.'kɪɫ.lɪ̣.jʊs],imbecillius,0
113050,113050,imbecillosus,a,aps---mn1-,imbecillos imbecillos imbecillos,,,[ɪm.bɛ.'kɪɫ.lɔ.sʊs],imbecillosus,0
113051,113051,imbenignus,a,aps---mn1-,imbenign imbenign imbenign,,,[ɪm.bɛ.'n̪ɪŋ.n̪ʊs],imbenignus,0
113057,113057,imbricatus,a,aps---mn1-,imbricat imbricat imbricat,,,[ɪm.'brɪ.ka.t̪ʊs],imbricatus,0
113069,113069,imbulus,n,n-s---mn2-,imbul,,,['ɪm.bʊ.lʊs],imbulus,0
113005,113005,illix,n,n-s---mn3-,illic,,,['ɪɫ.lɪks],illix,0
113008,113008,illocaliter,r,rp--------,,,,[ɪɫ.lɔ.'ka.lɪ.t̪ɛr],illocaliter,0
113009,113009,illubricans,a,aps---an3i,illubricant illubricant illubricant,,,[ɪɫ.'lʊ.brɪ.kaːn̪s],illubricans,0
113011,113011,illucisco,v,v1spia--3-,illucisc illux -,,,[ɪɫ.lʊ.'kɪs.kɔ],illucisco,0
113012,113012,illuctans,a,aps---an3i,illuctant illuctant illuctant,,,[ɪɫ.'lʊk.t̪aːn̪s],illuctans,0
113016,113016,illudia,n,n-p---nn2-,illudi,,,[ɪɫ.'lʊ.d̪ɪ̣.ja],illudia,0
113019,113019,illuibilis,a,aps---cn3i,illuibil illuibil illuibil,,,[ɪɫ.'luj.bɪ.lɪs],illuibilis,0
113022,113022,illuminatus,a,aps---mn1-,illuminat illuminat illuminat,,,[ɪɫ.lʊ.'mɪ.n̪a.t̪ʊs],illuminatus,0
113024,113024,illustrabilis,a,aps---cn3i,illustrabil illustrabil illustrabil,,,[ɪɫ.lʊs.'t̪ra.bɪ.lɪs],illustrabilis,0
33753,33753,elitismus,n,n-s---mn2-,elitism,,,[ɛ.lɪ.'t̪ɪs.mʊs],elitismus,0
33710,33710,hagiographia,n,n-s---fn1-,hagiographi,,,[ha.gɪ̣.jɔ.'gra.pʰɪ̣.ja],hagiographia,0
113109,i0375,immetuens,a,aps---an3i,immetuent immetuent immetuent,,,[ɪ.'mmɛ.t̪ʊ.jeːn̪s],immetuens,0
113110,i9835,imminentia,n,n-s---fn1-,imminenti,,,[ɪ.mmɪ.'n̪ɛ.n̪t̪ɪ̣.ja],imminentia,0
33737,33737,inique,r,rp--------,uicesiman,,,[ɪˈniː.kᶣɛ],inique,0
113111,i0382,immisericordia,n,n-s---fn1-,immisericordi,,,[ɪ.mmɪ.sɛ.rɪ.'kɔ.rd̪ɪ̣.ja],immisericordia,0
113113,i3134,immissor,n,n-s---mn3-,immissor,,,['ɪ.mmɪ.ssɔr],immissor,0
113115,i9857,immissus,n,n-s---mn4-,immiss,,,['ɪ.mmɪ.ssʊs],immissus,0
33766,33766,logarithmus,n,n-s---mn2-,logarithm,,,[ɫɔ.ɡaˈrɪtʰ.mʊs],logarithmus,0
33777,33777,magonicum,n,n-s---nn2-,magonic,,,[ma.'gɔ.n̪ɪ.kũː],magonicum,0
113120,i0386,immitigabilis,a,aps---cn3i,immitigabil immitigabil immitigabil,,,[ɪ.mmɪ.t̪ɪ.'ga.bɪ.lɪs],immitigabilis,0
33743,33743,murrinus,n,n-s---mn2-,murr,,,[ˈmʊr.rɪ.nʊs],murrinus,0
33748,33748,nunquid,r,rp--------,,,,['n̪ʊŋ.kʷɪd̪],nunquid,0
33728,33728,oblitero,v,v1spia--1-,obliter obliterau obliterat,,,[ɔˈblɪ.tɛ.roː],oblitero,0
