-D.D.Eisenhower; ""How weary, flat, stale, and unprofitable / Seem to me all the uses of this world""-Shakespeare",
194093,02134124,a,10,"characterized by rough motion: ""a bumpy ride""",
194099,02134890,a,10,"treated so as to have a permanently wrinkled appearance: ""crushed velvet""",
194112,02136445,a,10,"having a very rough nap or covered with hanging shags: ""junipers with shagged trunks""; ""shaggy rugs""",
194117,02137316,a,10,"shaped into alternating parallel grooves and ridges: ""the surface of the ocean was rippled and corrugated""",
194121,02137811,a,10,"not marked with shallow depressions or furrows: ""an unfurrowed field""; ""unfurrowed cheeks""",
194142,02140579,a,10,"having edges irregularly and finely slashed: ""a lacinate leaf""",2172
194151,02141600,a,10,"living together or enjoying life in communities or organized groups: ""human beings are social animals""; ""spent a relaxed social evening""; ""immature social behavior""",1502
194157,02142972,a,10,"unwilling or unable to conform to normal standards of social behavior: ""criminal behavior or conduct that violates the rights of other individuals is antisocial""; ""crimes...and other asocial behavior""",
194159,02143438,a,10,"characterized by or preferring solitude in mode of life: ""the eremitic element in the life of a religious colony""; ""a lone wolf""; ""a man of a solitary disposition""",
194162,02144057,a,10,"having accompaniment or companions or escort: ""there were lone gentlemen and gentlemen accompanied by their wives""",
194164,02144538,a,10,"lacking companions or companionship: ""he was alone when we met him""; ""she is alone much of the time""; ""the lone skier on the mountain""; ""a lonely fisherman stood on a tuft of gravel""; ""a lonely soul""; ""a solitary traveler""",
194166,02145045,a,10,"lacking accompaniment or a guard or escort: ""unattended women""; ""problems unattended with danger""",
194080,02131559,a,10,"resembling glass in smoothness and shininess and slickness: ""the glassy surface of the lake""; ""the pavement was...glassy with water""-Willa Cather",
194155,02142465,a,10,"not seeking or given to association; being or living without companions: ""the unsocial disposition to neglect one's neighbors""",1502
194051,02126746,a,10,"of texture; being small-grained or smooth to the touch or having fine particles; ""wood with a fine grain""; ""fine powdery snow""; ""fine rain""; ""batiste is a cotton fabric with a fine weave""; ""covered with a fine film of dust""",2234
194066,02129381,a,10,"(of surfaces especially of cooking utensils) permitting easy removal of adherent food particles; ""a frying pan with a nonstick surface""",1957
194079,02131417,a,10,"(of surfaces) conducive to rapid speeds; ""a fast road""; ""grass courts are faster than clay""",
194104,02135592,a,10,"(used especially of skin) ""their lined faces were immeasurably sad""; ""a seamed face""",
194149,02141329,a,10,of a firearm; having rifling or internal spiral grooves inside the barrel,
194150,02141455,a,10,of a firearm; not having rifling or internal spiral grooves inside the barrel,
194081,02131758,a,10,"having a smooth, gleaming surface: ""glossy auburn hair""; ""satiny gardenia petals""; ""sleek black fur""; ""silken eyelashes""; ""silky skin""; ""a silklike fabric""; ""slick seals and otters""",
194170,02145689,a,10,"(of birds and animals) tending to move or live together in groups or colonies of the same kind; ""ants are social insects""; ""the herding instinct in sheep or cattle""; ""swarming behavior in bees""","2158,2188"
194262,02160157,a,10,"(used of count nouns) each and all of the members of a group considered singly and without exception; ""every person is mortal""; ""every party is welcome""; ""had every hope of success""; ""every chance of winning""",
194283,02164511,a,10,"not financially safe or secure: ""a bad investment""; ""high risk investments""; ""anything that promises to pay too much can't help being risky""; ""speculative business enterprises""",1769
194249,02157087,a,10,"not easily solved: ""an apparantly insolvable problem""; ""public finance...had long presented problems unsolvable or at least unsolved""-C.L.Jones",
194187,02147978,a,10,"provided with shutters or shutters as specified; often used in combination: ""a church with a shuttered belfry and spire""; ""green-shuttered cottages""",
194182,02147376,a,10,"having or supplied with seeds: ""a seeded breadfruit""; ""seeded rolls""",
194192,02148682,a,10,"inclined to or conducive to companionship with others: ""a sociable occasion""; ""enjoyed a sociable chat""; ""a sociable conversation""; ""Americans are sociable and gregarious""",1502
194196,02149445,a,10,"occupied with or fond of the pleasures of good company: ""a convivial atmosphere at the reunion""; ""a woman of convivial nature""; ""he was a real good-time Charlie""",
194199,02149989,a,10,"not inclined to society or companionship: ""an unsociable nature...shy and reserved""; ""generally unsociable except with intimate friends""; ""unsociable behavior""; ""an unsociable neighborhood""",1502
194205,02151020,a,10,"not disposed of by purchase: ""the house has been on the market almost a year and is still unsold""",
194221,02153394,a,10,"relating to or resembling or consisting of water: ""a watery grave""",2097
194230,02154637,a,10,"entirely of one substance with no holes inside: ""solid silver""; ""a solid block of wood""",
194234,02155340,a,10,"being or suggesting a cavern: ""vast cavernous chambers hollowed out of limestone""",
194245,02156566,a,10,"susceptible of solution or of being solved or explained: ""the puzzle is soluble""",
194282,02164245,a,10,"not sound financially: ""unsound banking practices""",
194317,02169749,a,10,"smart and fashionable: ""snappy conversation""; ""some sharp and whipping lines""",1502
194319,02170020,a,10,"vigorous and active: ""a vibrant group that challenged the system""; ""a charming and vivacious hostess""; ""a vivacious folk dance""",1502
194270,02161852,a,10,"marked by or showing unaffected simplicity and lack of guile or worldly experience: ""a teenager's naive ignorance of life""; ""the naive assumption that things can only get better""; ""this naive simple creature with wide friendly eyes so eager to believe appearances""",
194208,02151388,a,10,"of definite shape and volume; firm; neither liquid nor gaseous: ""ice is water in the solid state""","2097,2111"
194213,02152135,a,10,"partly solid; having a rigidity and viscosity intermediate between a solid and a liquid: ""a semisolid mixture""",2097
194216,02152669,a,10,"existing as or have characteristics of a liquid; especially tending to flow: ""water and milk and blood are liquid substances""","2097,2111"
194252,02157624,a,10,"quantifier; used with either mass nouns or plural count nouns to indicate an unspecified number or quantity: ""have some milk""; ""some roses were still blooming""; ""having some friends over""; ""some apples""; ""some paper""",
194259,02159481,a,10,"quantifier; used with either mass or count nouns to indicate the whole number or amount of or every one of a class: ""we sat up all night""; ""ate all the food""; ""all men are mortal""; ""all parties are welcome""",
194266,02161126,a,10,"very sophisticated especially because of surfeit; versed in the ways of the world: ""the blase traveler refers to the ocean he has crossed as ""the pond""""; ""the benefits of his worldly wisdom""",
194281,02164117,a,10,"firm and dependable; subject to little fluctuation: ""the economy is stable""",
194286,02165122,a,10,"in good condition; free from defect or damage or decay: ""a sound timber""; ""the wall is sound""; ""a sound foundation""",
194290,02165733,a,10,"damaged by decay; hence unsound and useless: ""rotten floor boards""; ""rotted beams""; ""a decayed foundation""",
194299,02166896,a,10,"used of wines and waters; charged naturally or artificially with carbon dioxide: ""sparkling wines""; ""sparkling water""",
194324,02170871,a,10,"marked by low spirits; showing no enthusiasm: ""a dispirited and divided Party""; ""reacted to the crisis with listless resignation""",1502
194328,02171503,a,10,"unthinking; as if prompted by instinct: ""an instinctive mistrust of bureaucrats""; ""offering to help was as instinctive as breathing""",
194256,02158801,a,10,"quantifier; used with either mass nouns or plural count nouns for indicating a complete or almost complete lack or zero quantity of: ""we have no bananas""; ""no eggs left and no money to buy any""; ""have you no decency?""; ""did it with no help""; ""I'll get you there in no time""",
