id,uri,lemma,pos,validated,morpho,principal_parts,prosody
19631,19631,Aethiopia,n,1,n-s---fn1-,Aethiopi,Aethiopia
19598,a0951,aequipero,v,1,v1spia--1-,aequiper aequiperau aequiperat,aequipero
19599,a0957,aequitas,n,1,n-s---fn3-,aequitat,aequitas
19601,a0960,aequiuocus,a,1,aps---mn1-,aequiuoc aequiuoc aequiuoc,aequiuocus
19602,a0961,aequo,v,1,v1spia--1-,aequ aequau aequat,aequo
19605,a0965,aer,n,1,n-s---mn3-,aer,aer
19606,a0968,aeramen,n,1,n-s---nn3-,aeramin,aeramen
19607,a0970,aerarius,n,1,n-s---mn2-,aerari,aerarius
19608,a0992,aeruca,n,1,n-s---fn1-,aeruc,aeruca
19609,a0994,aerugino,v,1,v1spia--1-,aerugin aeruginau aeruginat,aerugino
19610,a0995,aerugo,n,1,n-s---fn3-,aerugin,aerugo
19611,a0997,aerumna,n,1,n-s---fn1-,aerumn,aerumna
19627,19627,aeterno,r,1,rp--------,,aeterno
19613,a1003,aerusco,v,1,v1spia--1-,aerusc aeruscau aerusca,aerusco
19614,a1004,aes,n,1,n-s---nn3-,aer,aes
19616,a1017,aestas,n,1,n-s---fn3-,aestat,aestas
19617,a1020,aestimatio,n,1,n-s---fn3-,aestimation,aestimatio
19618,a1021,aestimator,n,1,n-s---mn3-,aestimator,aestimator
19619,a0984,aestimatus,n,1,n-s---mn4-,aestimat,aestimatus
19603,a0962,aequor,n,1,n-s---nn3-,aequor,aequor
19628,19628,aeternum,r,1,rp--------,,aeternum
19624,a1038,aetatula,n,1,n-s---fn1-,aetatul,aetatula
19625,a1041,aeternitas,n,1,n-s---fn3-,aeternitat,aeternitas
19632,19632,Aethiopicus,a,1,aps---mn1-,Aethiopic Aethiopic Aethiopic,Aethiopicus
19633,19633,Aethiops,n,0,n-s---mn3-,Aethiop,Aethiops
19626,a1042,aeterno,v,1,v1spia--1-,aetern aeternau aeternat,aeterno
19637,19637,Afer,a,0,aps---mn1r,Afr Afr Afr,Afer
19635,19635,aeuitas,n,1,n-s---fn3-,aeuitat,aeuitas
19638,19638,Africa,n,1,n-s---fn1-,Afric,Africa
19639,19639,Africanus,a,1,aps---mn1-,African African African,Africanus
19629,a1046,aether,n,1,n-s---mn3-,aether,aether
19640,19640,Africus,a,1,aps---mn1-,Afric Afric Afric,Africus
19573,19573,Aegyptius,a,0,aps---mn1-,Aegypti Aegypti Aegypti,Aegyptius
19574,19574,Aegyptus,n,0,n-s---fn2-,Aegypt,Aegyptus
19634,a1049,aethra,n,1,n-s---fn1-,aethr,aethra
113028,i0257,illustratus,n,0,n-s---mn4-,illustrat,illustratus
19622,a1036,aestus,n,1,n-s---mn4-,aest,aestus
19623,a1037,aetas,n,1,n-s---fn3-,aetat,aetas
119895,119895,orditus,a,0,aps---mn1-,ordit ordit ordit,orditus
119897,119897,oreoselinon,n,0,n-s---nn2g,oreoselin,oreoselinon
46016,d0394,defluuium,n,0,n-s---nn2-,defluui,defluuium
19644,a1145,agger,n,1,n-s---mn3-,agger,agger
19646,a1165,agilis,a,1,aps---cn3i,agil agil agil,agilis
19647,a1166,agilitas,n,1,n-s---fn3-,agilitat,agilitas
45984,45984,congrus,n,0,n-s---mn2-,congru,congrus
19649,a1171,agitabilis,a,1,aps---cn3i,agitabil agitabil agitabil,agitabilis
19650,a1172,agitatio,n,1,n-s---fn3-,agitation,agitatio
19651,a1173,agitator,n,1,n-s---mn3-,agitator,agitator
46047,46047,crabatus,n,0,n-s---mn4-,crabat,crabatus
19652,a1191,agitatus,n,1,n-s---mn4-,agitat,agitatus
19655,a1179,agmen,n,1,n-s---nn3-,agmin,agmen
19657,a1186,agnellus,n,1,n-s---mn2-,agnell,agnellus
19658,a1192,agniculus,n,1,n-s---mn2-,agnicul,agniculus
19659,a1195,agnitio,n,1,n-s---fn3-,agnition,agnitio
19660,a8894,agnitus,n,1,n-s---mn4-,agnit,agnitus
19661,a1198,agnomen,n,1,n-s---nn3-,agnomin,agnomen
19663,a1204,agnosco,v,1,v1spia--3-,agnosc agnou agnit,agnosco
19664,a1208,ago,v,1,v1spia--3-,ag eg act,ago
19648,19648,agiliter,r,1,rp--------,agilit,agiliter
19653,19653,agitatus,a,1,aps---mn1-,agitat agitat agitat,agitatus
19667,a1233,agricola,n,1,n-s---mn1-,agricol,agricola
19670,a1248,aientia,n,1,n-s---fn1-,aienti,aientia
19671,a1256,ala,n,1,n-s---fn1-,al,ala
19674,a1264,alacritas,n,1,n-s---fn3-,alacritat,alacritas
19675,a1265,alapa,n,1,n-s---fn1-,alap,alapa
19676,a1272,alatus,a,1,aps---mn1-,alat alat alat,alatus
19677,a1277,albarium,n,1,n-s---nn2-,albari,albarium
19678,a1278,albedo,n,1,n-s---fn3-,albedin,albedo
19666,19666,agonizo,v,1,v1spia--1-,agoniz agonizau agoniza,agonizo
19680,a1282,albesco,v,1,v1spia--3-,albesc - -,albesco
19681,a1296,albinus,n,1,n-s---mn2-,albin,albinus
19684,a1311,album,n,1,n-s---nn2-,alb,album
19685,a1307,albumen,n,1,n-s---nn3-,albumin,albumen
19686,a1308,albumentum,n,1,n-s---nn2-,albument,albumentum
19687,a1311,albus,a,1,aps---mn1-,alb alb alb,albus
19679,19679,albens,a,1,aps---an3i,albent albent albent,albens
19689,a1324,alea,n,1,n-s---fn1-,ale,alea
19694,19694,Alexandrea,n,0,n-s---fn1-,Alexandre,Alexandrea
19692,a1333,alesco,v,1,v1spia--3-,alesc - -,alesco
19693,a1335,aletudo,n,1,n-s---fn3-,aletudin,aletudo
19691,19691,ales,a,1,aps---an3-,alit alit alit,ales
19642,19642,Agaso,n,1,n-s---mn3-,Agason,Agaso
19698,19698,alias,r,1,rp--------,,alias
19696,a1343,algor,n,1,n-s---mn3-,algor,algor
19697,a1345,algus,n,1,n-s---mn4-,alg,algus
19709,19709,alio,r,1,rp--------,,alio
19700,a1356,alienatio,n,1,n-s---fn3-,alienation,alienatio
19702,a1362,alieno,v,1,v1spia--1-,alien alienau alienat,alieno
19703,a1363,alienus,n,1,n-s---mn2-,alien,alienus
19704,a1364,alifer,a,1,aps---mn1r,alifer alifer alifer,alifer
19706,a1367,alimentum,n,1,n-s---nn2-,aliment,alimentum
19707,a1370,alimonia,n,1,n-s---fn1-,alimoni,alimonia
19710,19710,alioquin,r,1,rp--------,,alioquin
19665,19665,Agon,n,1,n-s---mn3-,Agon,Agon
19708,a1370,alimonium,n,1,n-s---nn2-,alimoni,alimonium
19711,a1372,aliorsum,r,1,rp--------,,aliorsum
19643,a1137,ager,n,1,n-s---mn2r,agr,ager
119896,119896,oreon,n,0,n-s---nn2g,ore,oreon
45983,d1797,disiunctim,r,0,rp--------,occisor,disiunctim
46010,46010,desponsor,a,0,aps---cn3-,desponsor desponsor desponsor,desponsor
19785,a1668,amethystus,n,1,n-s---fn2-,amethyst,amethystus
19717,a9214,aliubi,r,1,rp--------,,aliubi
19719,a1506,alius,a,1,aps---mn1p,al al al,alius
19718,a1382,alium,n,1,n-s---nn2-,ali,alium
19715,19715,aliter,r,1,rp--------,,aliter
19721,a1405,allegoria,n,1,n-s---fn1-,allegori,allegoria
19723,a1454,almus,a,1,aps---mn1-,alm alm alm,almus
19724,a1456,alnus,n,1,n-s---fn2-,aln,alnus
19725,a1460,alogia,n,1,n-s---fn1-,alogi,alogia
19752,a1546,aluus,n,1,n-s---cn2-,alu,aluus
19722,19722,allegorice,r,1,rp--------,allegoric,allegorice
19747,19747,Aluta,n,1,n-s---fn1-,Alut,Aluta
19728,19728,Alpinus,a,0,aps---mn1-,Alpin Alpin Alpin,Alpinus
19731,19731,alteratio,n,1,n-s---fn3-,alteration,alteratio
19733,19733,alterco,v,1,v1spia--1-,alterc altercau alterca,alterco
19737,19737,alternatus,a,1,aps---mn1-,alternat alternat alternat,alternatus
19732,a1485,altercatio,n,1,n-s---fn3-,altercation,altercatio
19735,a1490,alternatim,r,1,rp--------,,alternatim
19738,19738,alternis,r,1,rp--------,,alternis
19744,19744,altus,a,1,aps---mn1-,alt alt alt,altus
19736,a8490,alternatio,n,1,n-s---fn3-,alternation,alternatio
19740,a1494,alternus,a,1,aps---mn1-,altern altern altern,alternus
19762,19762,Amazon,n,1,n-s---fn3-,Amazon,Amazon
19755,19755,amans,a,1,aps---an3i,amant amant amant,amans
19742,a1522,altitudo,n,1,n-s---fn3-,altitudin,altitudo
19743,a1530,altrix,n,1,n-s---fn3-,altric,altrix
19748,a1534,aluarium,n,1,n-s---nn2-,aluari,aluarium
19749,a1539,alueare,n,1,n-s---nn3i,aluear,alueare
19761,19761,amatus,a,1,aps---mn1-,amat amat amat,amatus
19768,19768,ambigue,r,1,rp--------,ambigu,ambigue
19750,a1539,aluearium,n,1,n-s---nn2-,alueari,aluearium
19751,a1543,alueolus,n,1,n-s---mn2-,alueol,alueolus
19729,a1480,altare,n,1,n-s---nn3i,altar,altare
19757,a1575,amarantus,n,1,n-s---mn2-,amarant,amarantus
19758,a1584,amaritudo,n,1,n-s---fn3-,amaritudin,amaritudo
19759,a1589,amarus,a,1,aps---mn1-,amar amar amar,amarus
19760,a1593,amasius,n,1,n-s---mn2-,amasi,amasius
19763,a1605,ambages,n,1,n-s---fn3-,ambag,ambages
19714,19714,aliquantum,r,1,rp--------,aliquant,aliquantum
19764,a1607,ambago,n,1,n-s---fn3-,ambagin,ambago
19767,a1622,ambigo,v,1,v1spia--3-,ambig - -,ambigo
19769,a1623,ambiguitas,n,1,n-s---fn3-,ambiguitat,ambiguitas
19771,a1626,ambio,v,1,v1spia--4-,amb ambi ambit,ambio
19772,a1627,ambitio,n,1,n-s---fn3-,ambition,ambitio
19774,a8896,ambitus,n,1,n-s---mn4-,ambit,ambitus
19776,a1644,ambulatio,n,1,n-s---fn3-,ambulation,ambulatio
19777,a1647,ambulator,n,1,n-s---mn3-,ambulator,ambulator
19778,a1648,ambulatorius,a,1,aps---mn1-,ambulatori ambulatori ambulatori,ambulatorius
19779,a1635,ambulatura,n,1,n-s---fn1-,ambulatur,ambulatura
19713,19713,aliquanto,r,1,rp--------,,aliquanto
19780,a1650,ambulo,v,1,v1spia--1-,ambul ambulau ambulat,ambulo
19782,a1660,amens,a,1,aps---an3i,ament ament ament,amens
19783,a1662,amentia,n,1,n-s---fn1-,amenti,amentia
19784,a1664,ames,n,1,n-s---mn3-,amit,ames
19786,a1677,amicimen,n,1,n-s---nn3-,amicimin,amicimen
119903,119903,Oria,n,0,n-s---fn1-,Ori,Oria
19791,a8898,amictus,n,1,n-s---mn4-,amict,amictus
19792,a1654,amiculum,n,1,n-s---nn2-,amicul,amiculum
19793,a1687,amicus,n,1,n-s---mn2-,amic,amicus
19794,a1689,amissio,n,1,n-s---fn3-,amission,amissio
19797,a1700,amnestia,n,1,n-s---fn1-,amnesti,amnestia
19798,a1704,amnis,n,1,n-s---mn3i,amn,amnis
19799,a1707,amoebaeus,a,1,aps---mn1-,amoebae amoebae amoebae,amoebaeus
19800,a1708,amoenitas,n,1,n-s---fn3-,amoenitat,amoenitas
19803,a1713,amolitio,n,1,n-s---fn3-,amolition,amolitio
19804,a1716,amor,n,1,n-s---mn3-,amor,amor
19805,a1722,amotio,n,1,n-s---fn3-,amotion,amotio
19806,a1724,amoueo,v,1,v1spia--2-,amou amou amot,amoueo
119905,119905,oribata,n,0,n-s---mn1-,oribat,oribata
19810,a1739,amphibrachys,n,1,n-s---mn3g,amphibrachy,amphibrachys
45989,e0126,efferitas,n,0,n-s---fn3-,praetorian,efferitas
19813,a1761,ampla,n,1,n-s---fn1-,ampl,ampla
19816,a1780,amplexus,n,1,n-s---mn4-,amplex,amplexus
19817,a1767,ampliatio,n,1,n-s---fn3-,ampliation,ampliatio
19811,,amphitheatrum,n,1,n-s---nn2-,amphitheatr,amphitheatrum
19821,a1774,amplio,v,1,v1spia--1-,ampli ampliau ampliat,amplio
19837,a1883,anas,n,1,n-s---fn3-,anat,anăs
19825,a1777,amplo,v,1,v1spia--1-,ampl amplau amplat,amplo
19826,a1778,amplus,a,1,aps---mn1-,ampl ampl ampl,amplus
19827,a1788,amputatio,n,1,n-s---fn3-,amputation,amputatio
19849,a1925,anclo,v,1,v1spia--1-,ancl anclau ancla,anclo
19828,a1792,amputo,v,1,v1spia--1-,amput amputau amputat,amputo
19830,a1799,amusia,n,1,n-s---fn1-,amusi,amusia
19831,a1806,amygdala,n,1,n-s---fn1-,amygdal,amygdala
19832,a1806,amygdalum,n,1,n-s---nn2-,amygdal,amygdalum
19833,a1806,amygdalus,n,1,n-s---fn2-,amygdal,amygdalus
19836,a1864,analogia,n,1,n-s---fn1-,analogi,analogia
19841,a1896,anathemo,v,1,v1spia--1-,anathem anathemau anathemat,anathemo
19842,a1898,anaticula,n,1,n-s---fn1-,anaticul,anaticula
19843,a1900,anatocismus,n,1,n-s---mn2-,anatocism,anatocismus
19844,a1903,anatomia,n,1,n-s---fn1-,anatomi,anatomia
19845,a1904,anatomicus,a,1,aps---mn1-,anatomic anatomic anatomic,anatomicus
19846,a1916,ancilla,n,1,n-s---fn1-,ancill,ancilla
19848,a1924,anclabris,a,1,aps---cn3i,anclabr anclabr anclabr,anclabris
19850,a1926,ancon,n,1,n-s---mn3-,ancon,ancon
19853,a1958,anesum,n,1,n-s---nn2-,anes,anesum
19834,a1813,amylum,n,1,n-s---nn2-,amyl,amylum
19856,a1968,anfractus,n,1,n-s---mn4-,anfract,anfractus
19858,a1975,angelicus,a,1,aps---mn1-,angelic angelic angelic,angelicus
19859,a1979,angelus,n,1,n-s---mn2-,angel,angelus
113029,i0278,illustria,n,0,n-s---fn1-,illustri,illustria
46058,46058,ducenties,n,0,n-s---fn5-,ducentesim ducen ducent,ducenties
19790,a8684,amictorium,n,1,n-s---nn2-,amictori,amictorium
19819,19819,amplifice,r,1,rp--------,,amplifice
19822,19822,ampliter,r,1,rp--------,,ampliter
19812,a1757,amphora,n,1,n-s---fn1-,amphor,amphora
19789,a2383,amicities,n,1,n-s---fn5-,amiciti,amicities
19824,19824,amplius,r,1,rp--------,,amplius
19852,19852,Andron,n,1,n-s---mn3-,Andron,Andron
19857,19857,angarius,n,1,n-s---mn2-,angari,angarius
119904,119904,oriae,n,0,n-p---fn1-,ori,oriae
19823,a1775,amplitudo,n,1,n-s---fn3-,amplitudin,amplitudo
119907,119907,oridurius,a,0,aps---mn1-,oriduri oriduri oriduri,oridurius
19864,a1985,angor,n,1,n-s---mn3-,angor,angor
19865,a1991,anguilla,n,1,n-s---fn1-,anguill,anguilla
19866,a1996,anguis,n,1,n-s---mn3i,angu,anguis
19867,a2004,angulus,n,1,n-s---mn2-,angul,angulus
19869,a2010,angustus,a,1,aps---mn1-,angust angust angust,angustus
19870,a2014,anhelitus,n,1,n-s---mn4-,anhelit,anhelitus
19872,a2025,anilitas,n,1,n-s---fn3-,anilitat,anilitas
19873,a2028,anima,n,1,n-s---fn1-,anim,anima
19876,a1944,animaduerto,v,1,v1spia--3-,animaduert animaduert animaduers,animaduerto
19877,a2033,animaequus,a,1,aps---mn1-,animaequ animaequ animaequ,animaequus
19878,a2034,animal,n,1,n-s---nn3i,animal,animal
19880,a2034,animalis,a,1,aps---cn3i,animal animal animal,animalis
19881,a2055,animatus,n,1,n-s---mn4-,animat,animatus
19883,a2039,animax,a,1,aps---an3-,animac animac animac,animax
19886,a2042,animositas,n,1,n-s---fn3-,animositat,animositas
45986,45986,fumaculum,n,0,n-s---nn2-,fumacul,fumaculum
19887,a2043,animosus,a,1,aps---mn1-,animos animos animos,animosus
19888,a2046,animus,n,1,n-s---mn2-,anim,animus
19915,19915,Antemna,n,1,n-s---fn1-,Antemn,Antemna
19890,a2061,anniuersarius,a,1,aps---mn1-,anniuersari anniuersari anniuersari,anniuersarius
19891,a2067,annosus,a,1,aps---mn1-,annos annos annos,annosus
19892,a2077,annus,n,1,n-s---mn2-,ann,annus
19894,a2083,anomalia,n,1,n-s---fn1-,anomali,anomalia
19895,a2090,anquiro,v,1,v1spia--3-,anquir anquisiu anquisit,anquiro
19896,a2092,ansa,n,1,n-s---fn1-,ans,ansa
19897,a2101,ansula,n,1,n-s---fn1-,ansul,ansula
19898,a2103,antagonista,n,1,n-s---mn1-,antagonist,antagonista
19901,a2114,antecantamentum,n,1,n-s---nn2-,antecantament,antecantamentum
19902,a2117,antecapio,v,1,v1spia--3i,antecap antecep antecept,antecapio
19882,19882,animatus,a,1,aps---mn1-,animat animat animat,animatus
19904,a2118,antecedo,v,1,v1spia--3-,anteced antecess antecess,antecedo
19905,a7118,antecello,v,1,v1spia--3-,antecell - -,antecello
19907,a2125,antecursor,n,1,n-s---mn3-,antecursor,antecursor
19885,19885,animose,r,1,rp--------,animos,animose
19912,a2139,antelogium,n,1,n-s---nn2-,antelogi,antelogium
19913,a2142,anteloquium,n,1,n-s---nn2-,anteloqui,anteloquium
19914,a2146,anteludium,n,1,n-s---nn2-,anteludi,anteludium
19916,a2165,antepono,v,1,v1spia--3-,antepon anteposu anteposit,antepono
19917,a2167,antepotens,a,1,aps---an3i,antepotent antepotent antepotent,antepotens
19919,a2175,antesignanus,n,1,n-s---mn2-,antesignan,antesignanus
19871,a2015,anhelo,v,1,v1spia--1-,anhel anhelau anhelat,anhelo
19899,19899,ante,r,1,rp--------,,ante
19903,19903,antecedens,a,1,aps---an3i,antecedent antecedent antecedent,antecedens
19924,a2225,anticipo,v,1,v1spia--1-,anticip anticipau anticipat,anticipo
19926,a2241,antiphona,n,1,n-s---fn1-,antiphon,antiphona
19927,a2250,antiquitas,n,1,n-s---fn3-,antiquitat,antiquitas
19922,19922,Antichristus,n,1,n-s---mn2-,Antichrist,Antichristus
19928,a2251,antiquitus,r,1,rp--------,,antiquitus
19862,19862,Anglia,n,1,n-s---fn1-,Angli,Anglia
19925,a2229,antidotum,n,1,n-s---nn2-,antidot,antidotum
19923,a2223,anticipatio,n,1,n-s---fn3-,anticipation,anticipatio
19860,a1980,angina,n,1,n-s---fn1-,angin,angina
19863,a1983,ango,v,1,v1spia--3-,ang - -,ango
19935,a2276,antlia,n,1,n-s---fn1-,antli,antlia
19936,a2279,antonomasia,n,1,n-s---fn1-,antonomasi,antonomasia
45985,h0360,hinc,r,0,rp--------,,hinc
19938,a2290,anulus,n,1,n-s---mn2-,anul,anulus
19941,a2296,anxietas,n,1,n-s---fn3-,anxietat,anxietas
19943,a2301,anxitudo,n,1,n-s---fn3-,anxitudin,anxitudo
19944,a2983,anxius,a,1,aps---mn1-,anxi anxi anxi,anxius
19934,19934,antistrophe,n,1,n-s---fn1g,antistroph,antistrophe
19945,a2320,aper,n,1,n-s---mn2r,apr,aper
19946,a2322,aperio,v,1,v1spia--4-,aper aperu apert,aperio
19948,a2325,apertio,n,1,n-s---fn3-,apertion,apertio
19940,19940,anxie,r,1,rp--------,,anxie
19950,a2330,apertura,n,1,n-s---fn1-,apertur,apertura
19942,19942,anxietudo,n,1,n-s---fn3-,anxietudin,anxietudo
19954,a2345,aphronitrum,n,1,n-s---nn2-,aphronitr,aphronitrum
19955,a2352,apiarium,n,1,n-s---nn2-,apiari,apiarium
19956,a2352,apiarius,n,1,n-s---mn2-,apiari,apiarius
19960,a2374,apluda,n,1,n-s---fn1-,aplud,apluda
19961,a2377,apocalypsis,n,1,n-s---fn3i,apocalyps,apocalypsis
19963,a2399,apodicticus,a,1,aps---mn1-,apodictic apodictic apodictic,apodicticus
19965,a2403,apographon,n,1,n-s---nn2g,apograph,apographon
19967,a2410,apologia,n,1,n-s---fn1-,apologi,apologia
19932,a2265,antistita,n,1,n-s---fn1-,antistit,antistita
19969,a2413,apologus,n,1,n-s---mn2-,apolog,apologus
46033,46033,huccine,r,0,rp--------,,huccine
19970,a2421,apoplecticus,a,1,aps---mn1-,apoplectic apoplectic apoplectic,apoplecticus
19971,a2423,apoplexis,n,1,n-s---fn3i,apoplex,apoplexis
19972,a2425,apopsis,n,1,n-s---fn3i,apops,apopsis
19973,a2426,aporia,n,1,n-s---fn1-,apori,aporia
19974,a2434,apostasia,n,1,n-s---fn1-,apostasi,apostasia
19977,a2443,apostolatus,n,1,n-s---mn4-,apostolat,apostolatus
19978,a2444,apostolicus,a,1,aps---mn1-,apostolic apostolic apostolic,apostolicus
19979,a2445,apostolus,n,1,n-s---mn2-,apostol,apostolus
19982,a2454,apotheosis,n,1,n-s---fn3i,apotheos,apotheosis
19984,a2502,apparatus,n,1,n-s---mn4-,apparat,apparatus
19986,a2456,apparentia,n,1,n-s---fn1-,apparenti,apparentia
19987,a2468,appareo,v,1,v1spia--2-,appar apparu apparit,appareo
19988,a2470,apparitio,n,1,n-s---fn3-,apparition,apparitio
19947,19947,aperte,r,1,rp--------,apert,aperte
19989,a2473,apparo,v,1,v1spia--1-,appar apparau apparat,apparo
19951,19951,apertus,a,1,aps---mn1-,apert apert apert,apertus
19992,a2487,appendix,n,1,n-s---fn3-,appendic,appendix
19996,a2492,appetentia,n,1,n-s---fn1-,appetenti,appetentia
19998,a2495,appetitio,n,1,n-s---fn3-,appetition,appetitio
19999,a8901,appetitus,n,1,n-s---mn4-,appetit,appetitus
20000,a2498,appeto,v,1,v1spia--3-,appet appetiu appetit,appeto
19983,19983,apparate,r,1,rp--------,apparat,apparate
20002,a2508,applico,v,1,v1spia--1-,applic applicu applicit,applico
20003,a2513,appono,v,1,v1spia--3-,appon apposu apposit,appono
23899,i0281,illustro,v,1,v1spia--1-,illustr illustrau illustrat,illustro
19931,a2264,antistes,n,1,n-s---cn3-,antistit,antistes
19985,19985,apparatus,a,1,aps---mn1-,apparat apparat apparat,apparatus
19995,19995,appetenter,r,1,rp--------,,appetenter
19966,19966,Apollo,n,0,n-s---mn3-,Apollin,Apollo
19991,a2482,appello,v,1,v1spia--3-,appell appul appuls,appello
20011,a2532,approbatio,n,1,n-s---fn3-,approbation,approbatio
46027,i1003,inauratus,a,0,aps---mn1-,inaurat inaurat inaurat,inauratus
20012,a2535,approbo,v,1,v1spia--1-,approb approbau approbat,approbo
20013,a2536,approbus,a,1,aps---mn1-,approb approb approb,approbus
20015,a2542,appropinquo,v,1,v1spia--1-,appropinqu appropinquau appropinquat,appropinquo
20016,a2543,appropio,v,1,v1spia--1-,appropi appropiau appropiat,appropio
20017,a2546,approximo,v,1,v1spia--1-,approxim approximau approximat,approximo
20018,a2547,appugno,v,1,v1spia--1-,appugn appugnau appugnat,appugno
20019,a8903,appulsus,n,1,n-s---mn4-,appuls,appulsus
20020,a2575,apto,v,1,v1spia--1-,apt aptau aptat,apto
20023,a2589,aqualiculus,n,1,n-s---mn2-,aqualicul,aqualiculus
20024,a1373,aquifolium,n,1,n-s---nn2-,aquifoli,aquifolium
20025,a1531,aquila,n,1,n-s---fn1-,aquil,aquila
20026,a2612,aquilo,n,1,n-s---mn3-,aquilon,aquilo
20027,a2625,ara,n,1,n-s---fn1-,ar,ara
20029,a2641,aratio,n,1,n-s---fn3-,aration,aratio
20030,a2644,arator,n,1,n-s---mn3-,arator,arator
20031,a2647,aratrum,n,1,n-s---nn2-,aratr,aratrum
20032,a2648,arbilla,n,1,n-s---fn1-,arbill,arbilla
20033,a2649,arbiter,n,1,n-s---mn2r,arbitr,arbiter
20035,a2652,arbitrarius,a,1,aps---mn1-,arbitrari arbitrari arbitrari,arbitrarius
20036,a8904,arbitratus,n,1,n-s---mn4-,arbitrat,arbitratus
20037,a2657,arbitrium,n,1,n-s---nn2-,arbitri,arbitrium
20041,a2665,arbuscula,n,1,n-s---fn1-,arbuscul,arbuscula
20006,a2509,appositus,n,1,n-s---mn4-,apposit,appositus
20043,a2674,arca,n,1,n-s---fn1-,arc,arca
20044,a2683,arceo,v,1,v1spia--2-,arc arcu -,arceo
20045,a2686,arcessitio,n,1,n-s---fn3-,arcessition,arcessitio
20021,20021,aptus,a,1,aps---mn1-,apt apt apt,aptus
20046,a2687,arcessitor,n,1,n-s---mn3-,arcessitor,arcessitor
20047,a2676,arcessitus,n,1,n-s---mn4-,arcessit,arcessitus
20050,a2692,archangelus,n,1,n-s---mn2-,archangel,archangelus
20052,a2696,archetypus,a,1,aps---mn1-,archetyp archetyp archetyp,archetypus
20053,a2706,archiepiscopus,n,1,n-s---mn2-,archiepiscop,archiepiscopus
20055,a2725,architecton,n,1,n-s---mn3-,architecton,architecton
20057,a2726,architectonicus,a,1,aps---mn1-,architectonic architectonic architectonic,architectonicus
20059,a2730,architectura,n,1,n-s---fn1-,architectur,architectura
20038,20038,arbitro,v,1,v1spia--1-,arbitr arbitrau arbitra,arbitro
20060,a2733,architectus,n,1,n-s---mn2-,architect,architectus
20064,a2754,arcuatura,n,1,n-s---fn1-,arcuatur,arcuatura
20065,a2755,arcuatus,a,1,aps---mn1-,arcuat arcuat arcuat,arcuatus
20066,a2764,arcus,n,1,n-s---mn4-,arc,arcus
20067,a2766,ardea,n,1,n-s---fn1-,arde,ardea
20070,a2767,ardeo,v,1,v1spia--2-,ard ars ars,ardeo
20049,20049,archaicus,a,1,aps---mn1-,archaic archaic archaic,archaicus
20061,20061,archiuum,n,1,n-s---nn2-,archiu,archiuum
20072,a2768,ardiola,n,1,n-s---fn1-,ardiol,ardiola
113031,i0282,illutibarbus,a,0,aps---mn1-,illutibarb illutibarb illutibarb,illutibarbus
20040,a2659,arbor,n,1,n-s---fn3-,arbor,arbor
20063,20063,arctous,a,1,aps---mn1-,arcto arcto arcto,arctous
20068,20068,ardens,a,1,aps---an3i,ardent ardent ardent,ardens
20069,20069,ardenter,r,1,rp--------,ardent,ardenter
20007,20007,appositus,a,1,aps---mn1-,apposit apposit apposit,appositus
20008,a2521,appotus,a,1,aps---mn1-,appot appot appot,appotus
119910,119910,origanon,n,0,n-s---nn2g,origan,origanon
20083,a2797,argilla,n,1,n-s---fn1-,argill,argilla
46014,m0446,matellio,n,0,n-s---mn3-,matellion,matellio
